Name,Type of Agency,Tagline,Ratings,Reviews,Sponsor,MinProjectSize,HourlyRate,TeamSize,Location,ServiceNames,ServicePercentages,Feedback,WebsiteLink,ClutchDirectoryLink
Rimti,Product Design,Holistic UX/UI design solutions,4.9,8 REVIEWS,No,"$5,000+",$50 - $99 / hr,2 - 9,"Kaunas, Lithuania","Product Design,UX/UI Design,Mobile App Development,Web Design,Web Development","30,40,10,10,10","""We are impressed with their UX skills.""",https://en.rimti.lt/,https://clutch.co/profile/rimti
Pixelative,Product Design,A design-centric software company,5.0,5 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Wilmington, DE","Product Design,Custom Software Development,UX/UI Design,Web Development,Logo,Print Design,Web Design","10,35,30,10,5,5,5","""It was professional from the get-go and only needed minor changes.""",https://pixelative.co/,https://clutch.co/profile/pixelative
Sparing Digital,Product Design,We do IT in a friendly way!,4.8,2 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Warszawa, Poland","Product Design,Digital Strategy,UX/UI Design,Custom Software Development","30,30,30,10","""They're focused on the business goals and have created the product with the highest usability.""",https://sparing.digital/,https://clutch.co/profile/sparing-digital
Buuuk,Product Design,Designing and developing digital experiences,5.0,2 REVIEWS,No,"$50,000+",$100 - $149 / hr,10 - 49,"Singapore, Singapore","Product Design,Custom Software Development,Mobile App Development,UX/UI Design,Wearable App Development","20,30,30,10,10",“They have a flexible approach to the work and their style complements ours very well.”,https://buuuk.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/buuuk
Kickstart Design,Product Design,Kickstart Design,5.0,1 REVIEW,No,"$1,000+",$100 - $149 / hr,2 - 9,"Milwaukee, WI",Product Design,100,"""They were an impressive group of professionals.""",https://www.kickstart-design.com/,https://clutch.co/profile/kickstart-design
ExtraHut Sp. z o.o.,Product Design,We believe Simple Works.,4.9,8 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Warszawa, Poland","Product Design,E-Commerce Development,UX/UI Design,Web Design,Web Development","40,15,15,15,15","""ExtraHut is small but they have an extraordinary team of UX and UI designers.""",https://extrahut.com/,https://clutch.co/profile/extrahut-sp-z-oo
TBR Group,Product Design,🏆 Top Flutter Development company,5.0,6 REVIEWS,No,"$10,000+",$25 - $49 / hr,10 - 49,"L'viv, Ukraine","Product Design,Mobile App Development,UX/UI Design,Web Development","10,70,10,10","""They stood out for their excellent code quality and stability. They thought from the user side.""",https://tbrgroup.software/,https://clutch.co/profile/tbr-group
ANODA - Mobile Development Agency,Product Design,Mobile App Development and UX/UI Expertise,4.6,20 REVIEWS,No,"$25,000+",$25 - $49 / hr,10 - 49,"Tallinn, Estonia","Product Design,UX/UI Design","20,80",“They are professional and will have answers for you.”,https://anoda.mobi/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/anoda-mobile-development-agency
Strivence,Product Design,Generating DNA for every product design.,5.0,2 REVIEWS,No,"$5,000+",$50 - $99 / hr,2 - 9,"Черкассы, Ukraine","Product Design,UX/UI Design,Other Design,Web Design","40,30,15,15","""We were impressed with their focus on details, high responsibility level, and good taste in modern web design.""",http://strivence.com/,https://clutch.co/profile/strivence
MILIVOJA studio,Product Design,help startups and small businesses to grow,4.5,2 REVIEWS,No,"$10,000+",$50 - $99 / hr,2 - 9,"Novi Sad, Serbia",Product Design,100,"""They are always available.""",http://www.milivoja.com/,https://clutch.co/profile/milivoja-studio
Nozomi - Digital Health Product Studio,Product Design,We create digital experiences that engage,4.9,5 REVIEWS,No,"$50,000+",$25 - $49 / hr,10 - 49,"Warszawa, Poland","Product Design,Mobile App Development,Custom Software Development,UX/UI Design,Other Application Development","20,30,20,20,10","""I have worked with many firms in the past but Nozomi was one of the most efficient workflows.""",https://nozomihealth.com/,https://clutch.co/profile/nozomi-digital-health-product-studio
Leaware,Product Design,🟢 IT leader awards winner ⭐⭐⭐⭐⭐,4.7,22 REVIEWS,No,"$5,000+",$25 - $49 / hr,50 - 249,"Toruń, Poland","Product Design,Mobile App Development,IT Staff Augmentation,AI Development,Application Management & Support,Robotics Process Automation,Web Development","10,30,20,10,10,10,10","""We knew in advance at what stage we were and what costs we were facing.""",https://www.leaware.com/,https://clutch.co/profile/leaware
Moonbite,Product Design,Custom Software Development for your Business,4.9,7 REVIEWS,No,"$10,000+",$25 - $49 / hr,10 - 49,"Rzeszów, Poland","Product Design,Custom Software Development,Web Development,E-Commerce Development","25,45,20,10","""Everything was great for us.""",http://www.moonbite.pl/,https://clutch.co/profile/moonbite
Athlon: Global Brand & Design Studio,Product Design,We bring brave ideas to market.,4.7,5 REVIEWS,No,"$25,000+",$100 - $149 / hr,50 - 249,"London, United Kingdom","Product Design,UX/UI Design,Web Design,Web Development,Branding,Digital Strategy,Mobile App Development","15,25,15,15,10,10,10","""You can clearly see that there is a great culture, showing through their team.""",https://www.weareathlon.com/,https://clutch.co/profile/athlon-global-brand-design-studio
Tangent,Product Design,Digital agency | Design. Engineer. Optimise.,4.9,7 REVIEWS,No,"$25,000+",Undisclosed,50 - 249,"London, United Kingdom","Product Design,Web Design,Digital Strategy,UX/UI Design,Conversion Optimization,Custom Software Development,Web Development,Mobile App Development","10,25,15,15,10,10,10,5","""Tangent's commitment to the best possible result was noticeable in every step.""",https://www.tangent.co.uk/,https://clutch.co/profile/tangent
OXO Design Studio,Product Design,OXO Design creates intuitive digital products.,5.0,2 REVIEWS,No,"$1,000+",$100 - $149 / hr,2 - 9,"Tallinn, Estonia","Product Design,UX/UI Design,Web Design,Conversion Optimization,Graphic Design","30,30,30,5,5","""I was impressed with their ability to solve complex product design tasks and propose solutions to improve or simplify.""",https://oxo.agency/,https://clutch.co/profile/oxo-design-studio
Remake Labs,Product Design,Design Sprint Agency,5.0,3 REVIEWS,No,"$25,000+",$300+ / hr,2 - 9,"Herzliya, Israel","Product Design,UX/UI Design","60,40",''The result is very high-end and professional.'',https://www.remakelabs.com/,https://clutch.co/profile/remake-labs-0
MH Manufacturing,Product Design,Happiness in the Making,4.3,6 REVIEWS,No,"$250,000+",$100 - $149 / hr,50 - 249,"Carlsbad, CA","Product Design,Contract Manufacturing","20,80","""The commitment they have to me as the customer is fantastic.""",https://www.seacomp.com/,https://clutch.co/profile/mh-manufacturing
Definery,Product Design,We transform great ideas into amazing experiences.,5.0,14 REVIEWS,No,"$50,000+",$150 - $199 / hr,2 - 9,"Oakland, CA","Product Design,UX/UI Design,Graphic Design,Logo,Web Design,Branding,Web Development","30,30,10,10,10,5,5","""Definery is the best digital design firm we have ever had the pleasure to work with.""",https://www.definery.io/,https://clutch.co/profile/definery
COMET,Product Design,A strategy driven digital studio.,4.9,15 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Budapest, Hungary","Product Design,Mobile App Development,Digital Strategy,AR/VR Development,Custom Software Development,UX/UI Design","25,25,20,10,10,10","""They had a very talented design team with clever, creative, and highly skilled people.""",https://cometstudio.io/,https://clutch.co/profile/comet
appvinio,Product Design,We change ideas into digital products 📲💪,5.0,8 REVIEWS,No,"$25,000+",$25 - $49 / hr,10 - 49,"Gliwice, Poland","Product Design,Mobile App Development,Custom Software Development,UX/UI Design,Web Development","10,60,10,10,10","""appvinio surprised us from the very beginning with their commitment, knowledge, and support.""",http://www.appvinio.com/?utm_source=clutch,https://clutch.co/profile/appvinio
Pixelfield,Product Design,Digital Product & Innovations,5.0,9 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"London, United Kingdom","Product Design,Mobile App Development,UX/UI Design,AI Development,Blockchain,Custom Software Development,Web Development,AR/VR Development,Web Design","10,20,20,10,10,10,10,5,5","""They felt more like an extension of our team than an agency.""",https://pixelfield.co.uk/app-development-agency-london/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/pixelfield
Digiprima Technologies,Product Design,✅ IT Outsourcing & Web App Development Services,5.0,11 REVIEWS,No,"$1,000+",< $25 / hr,50 - 249,"New York, NY","Product Design,Custom Software Development,BI & Big Data Consulting & SI,E-Commerce Development,Enterprise App Modernization,IT Managed Services,IT Staff Augmentation,Mobile App Development,Web Development,Digital Strategy","10,15,10,10,10,10,10,10,10,5","""They've given us a professional website that's responsive and user-friendly.""",https://digiprima.com/,https://clutch.co/profile/digiprima-technologies
RIOT,Product Design,Digital Product Studio,5.0,4 REVIEWS,No,"$25,000+",$50 - $99 / hr,10 - 49,"Kraków, Poland","Product Design,Custom Software Development,Web Development,UX/UI Design,E-Commerce Development,Mobile App Development","20,25,20,15,10,10","""Their respect for design and attention to detail set them apart.""",https://riot.agency/,https://clutch.co/profile/riot-0
Epicmax,Product Design,💜 Boost Your Business with our Vue.js Experts,5.0,10 REVIEWS,No,"$10,000+",$25 - $49 / hr,10 - 49,"T'bilisi, Georgia","Product Design,Web Development,UX/UI Design","15,70,15","""We were impressed by their high-quality work and results.""",https://epicmax.co/,https://clutch.co/profile/epicmax
g&co - design studio,Product Design,Well designed digital products,5.0,13 REVIEWS,No,"$10,000+",$25 - $49 / hr,2 - 9,"Snopków, Poland","Product Design,Web Design,Branding,Web Development,UX/UI Design","10,40,20,20,10","""We were impressed that adding new blog posts, websites, and translations to the new website became very easy.""",https://gawlowski.co/,https://clutch.co/profile/gco-design-studio
Pq Design Group,Product Design,Industrial Design and Product Development Firm,5.0,2 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Milano, Italy","Product Design,Market Research,Branding,Packaging Design,UX/UI Design","75,10,5,5,5","""They’re well-renowned.""",https://www.pqdesign.com/,https://clutch.co/profile/pq-design-group-0
OAX STUDIO,Product Design,WE ARE BRAND ARCHITECTS.,5.0,3 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"New York, NY","Product Design,Branding,Graphic Design,Logo,Packaging Design","20,20,20,20,20","""They make everything more simplistic and provide us with enough variety to understand what will and will not work out.""",https://weareoax.com/,https://clutch.co/profile/oax-studio
DiveDesign LLC,Product Design,Industrial Design and Product Development Firm,5.0,2 REVIEWS,No,"$5,000+",$150 - $199 / hr,2 - 9,"Boonton, NJ","Product Design,Custom Software Development,Graphic Design","80,10,10","""I was most impressed to see how dynamic their suggestions were for each industry that was a part of my website.""",http://divedesignco.com/,https://clutch.co/profile/divedesign
