Name,Type of Agency,Tagline,Ratings,Reviews,Sponsor,MinProjectSize,HourlyRate,TeamSize,Location,ServiceNames,ServicePercentages,Feedback,WebsiteLink,ClutchDirectoryLink
yanboo,Packaging Design,Digital Studio for Design and Photography,5.0,5 REVIEWS,No,"$5,000+",$150 - $199 / hr,2 - 9,"Passau, Germany","Packaging Design,Branding,Graphic Design,Web Design,Print Design","10,30,30,20,10","""The amazing thing was that yanboo figured out the brand direction almost even better than the client itself.""",http://www.yanboo.de/,https://clutch.co/profile/yanboo
99d Studio,Packaging Design,The branding agency by 99designs,5.0,1 REVIEW,No,"$1,000+",$150 - $199 / hr,50 - 249,"San Francisco, CA","Packaging Design,Branding,Graphic Design,Logo,Print Design,Web Design","10,50,10,10,10,10","""Their attention to detail, amazing value, and spectacular outcomes were impressive.""",https://99designs.com/pro/studio,https://clutch.co/profile/99d-studio
Adapting Social,Packaging Design,We Build Revenue & Brand Equity for 15+ Years,5.0,2 REVIEWS,No,"$1,000+",$200 - $300 / hr,50 - 249,"Point Pleasant Beach, NJ","Packaging Design,Branding,Content Marketing,Digital Strategy,Graphic Design,Search Engine Optimization,Social Media Marketing,Video Production,Web Design,Web Development","10,10,10,10,10,10,10,10,10,10","""They go above and beyond for their clients.""",https://www.adaptingsocial.com/,https://clutch.co/profile/adapting-social
Red Rabbit Marketing,Packaging Design,Red Rabbit Marketing,5.0,1 REVIEW,No,"$1,000+",$25 - $49 / hr,2 - 9,"Middlesbrough, United Kingdom","Packaging Design,Product Design,UX/UI Design,Video Production,Web Design","20,20,20,20,20","""Red Rabbit Marketing is keen on delivering what they promise and what we ask for.""",https://www.redrabbitmarketing.co.uk/,https://clutch.co/profile/red-rabbit-marketing
VISFO — Out of Business,Packaging Design,Your apprehension around design ends here.,5.0,1 REVIEW,No,"$5,000+",$100 - $149 / hr,2 - 9,"Shoreline, WA","Packaging Design,Branding,Logo,Web Design","25,35,20,20","""VISFO has been vital in helping me differentiate my brand from other typical barbershops.""",http://visfo.co/,https://clutch.co/profile/visfo-out-business
Monster Pile Creative Studio,Packaging Design,Where imagination rules.,5.0,3 REVIEWS,No,"$5,000+",Undisclosed,2 - 9,"Austin, TX","Packaging Design,Branding,Graphic Design","50,30,20","“They're creative, communicative, proactive, thorough, prompt, and their deliverables are great.”",https://www.monsterpilestudio.com/,https://clutch.co/profile/monster-pile-creative-studio
Analog Digital Solution,Packaging Design,Fuel your Startup with Creative Power,5.0,6 REVIEWS,No,"$5,000+",$25 - $49 / hr,2 - 9,"Bilaspur, India","Packaging Design,Branding,Logo,Digital Strategy,Product Design,UX/UI Design","10,30,25,15,10,10","""They built, keeping the shared vision of the organization in mind.""",https://www.analogdigitalsolution.com/,https://clutch.co/profile/analog-digital-solution
Axial Design Studio,Packaging Design,Build your future,4.9,4 REVIEWS,No,"$1,000+",$100 - $149 / hr,10 - 49,"Pune, India","Packaging Design,Branding,Web Design,Graphic Design,E-Commerce Development,Logo,UX/UI Design,Print Design","10,20,20,15,10,10,10,5",“Axial created a site even better than what I had envisioned.”,https://axialdesignstudio.net/,https://clutch.co/profile/axial-design-studio
Bright,Packaging Design,Bright is a full-service digital agency,5.0,1 REVIEW,No,"$5,000+",$25 - $49 / hr,10 - 49,"Rīga, Latvia","Packaging Design,Web Development,Web Design,E-Commerce Development,Graphic Design,Logo,UX/UI Design","10,30,20,10,10,10,10","""Bright proved themselves as a serious and customer-oriented company that can create and lead.""",https://www.bright.lv/en/,https://clutch.co/profile/bright-2
DEFY// Brands,Packaging Design,Branding impact consultancy:,5.0,1 REVIEW,No,"$5,000+",$50 - $99 / hr,2 - 9,"London, United Kingdom","Packaging Design,Branding,Graphic Design,Logo","25,25,25,25","""They completely understood and resonated with our sustainability mission and vision.""",https://defy-brands.com/,https://clutch.co/profile/defy-brands
s'sense,Packaging Design,Branding for strategically minded companies,4.9,4 REVIEWS,No,"$5,000+",$50 - $99 / hr,2 - 9,"Rzeszow, Poland","Packaging Design,Branding,Web Design,Graphic Design,Logo","10,65,15,5,5","""They've been able to understand my vision and translate it into something far better than anything I ever imagined.""",https://s-sense.pl/,https://clutch.co/profile/ssense
Artemov Studio,Packaging Design,Multidisciplinary design boutique est. in 2001,5.0,1 REVIEW,No,"$1,000+",$25 - $49 / hr,2 - 9,"Kyiv, Ukraine","Packaging Design,Web Design,UX/UI Design,Logo,Graphic Design,Print Design","20,40,20,10,5,5",“Artemov Studio implements perfect production.”,https://www.artemov.studio/,https://clutch.co/profile/artemov-studio
Design Womb,Packaging Design,Packaging Design & Branding Creative Agency,4.8,4 REVIEWS,No,"$10,000+",$300+ / hr,2 - 9,"San Francisco, CA","Packaging Design,Branding,Logo,E-Commerce Development,Web Design,Web Development,Content Marketing,Graphic Design,Print Design","25,15,15,10,10,10,5,5,5",“Design Womb’s project management was absolutely impeccable — there’s no other company I would work with again.”,http://designwomb.com/,https://clutch.co/profile/design-womb
Asia Media Studio,Packaging Design,Intelligence made visible,5.0,1 REVIEW,No,"$1,000+",$25 - $49 / hr,10 - 49,"Bangkok, Thailand","Packaging Design,Branding,Web Design,Other Digital Marketing,Print Design","10,30,30,20,10","""Their design is outstanding.""",https://www.asiamediastudio.com/?utm_source=clutch.co&utm_medium=Profil%20Page&utm_campaign=refferal%2015%2F05%2F19%20V1,https://clutch.co/profile/asia-media-studio
Ink Design,Packaging Design,Web Design and Digital Marketing Agency,5.0,1 REVIEW,No,"$1,000+",$25 - $49 / hr,2 - 9,"Dublin, Ireland","Packaging Design,Web Design,Graphic Design,Search Engine Optimization,Digital Strategy,Advertising","10,35,25,15,10,5","""From our point of view, everything is great as it is.""",https://www.inkdesign.ie/,https://clutch.co/profile/ink-design-0
Duckpin,Packaging Design,Roll With Us,5.0,2 REVIEWS,No,Undisclosed,$150 - $199 / hr,10 - 49,"Towson, MD","Packaging Design,Marketing Strategy,Branding,Print Design,Web Design","15,25,20,20,20",“Duckpin gets invested in the process.”,https://www.rollwithduckpin.com/,https://clutch.co/profile/duckpin
Feman Media Agency,Packaging Design,The Base of Creatives & Strategists,5.0,2 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"Ikeja, Nigeria","Packaging Design,Graphic Design,Advertising,Branding,Digital Strategy,Email Marketing,Pay Per Click,Social Media Marketing,Web Design","10,20,10,10,10,10,10,10,10",I liked their professionalism and willingness to deliver despite challenges.,https://femanmedia.com/,https://clutch.co/profile/feman-media-agency-0
Design & Practice,Packaging Design,We create immersive brands for creative culture,5.0,3 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"Amsterdam, Netherlands","Packaging Design,Logo,Branding,Web Design,Graphic Design","20,30,20,20,10","""It turned out great!""",https://www.designandpractice.com/,https://clutch.co/profile/design-practice
BRANDING IS WHAT WE DO™,Packaging Design,Look better than your competitors. Spend less.,5.0,2 REVIEWS,No,Undisclosed,$100 - $149 / hr,2 - 9,"Denver, CO","Packaging Design,Branding,Graphic Design,Logo,Print Design,Web Design","10,20,20,20,20,10","""They broadened my expectations for this project, and then exceeded them.""",http://brandingiswhatwedo.com/,https://clutch.co/profile/branding-what-we-do
Nugno,Packaging Design,Branding & Digital Design Studio,5.0,4 REVIEWS,No,"$5,000+",$50 - $99 / hr,2 - 9,"Dublin, Ireland","Packaging Design,Branding,Web Design,E-Commerce Development,Graphic Design,Mobile App Development,Social Media Marketing","10,25,25,10,10,10,10","""It felt like they truly cared about our business.""",http://bynugno.com/,https://clutch.co/profile/nugno
SDA CREATIVE INC.,Packaging Design,Southern California Design Energy,5.0,5 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Dana Point, CA","Packaging Design,Branding,Web Design,Graphic Design,Logo,Print Design,Social Media Marketing,Video Production","10,20,20,10,10,10,10,10",“I appreciate their committed support of our team.”,http://sdacreative.com/,https://clutch.co/profile/sda-creative
Adworth Media Pvt Ltd,Packaging Design,We See Things Differently!,4.9,6 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"New Delhi, India","Packaging Design,Advertising,Logo,Media Planning & Buying,Mobile & App Marketing,Out of Home Design,Pay Per Click,Search Engine Optimization,Social Media Marketing,Web Design","10,10,10,10,10,10,10,10,10,10","""With the help of Adworth, we were able to generate a double-digit growth in the number of leads.""",https://adworthmedia.org/,https://clutch.co/profile/adworth-media
3 Colours Rule,Packaging Design,Let your brand be our next work of heart,4.9,4 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"London, United Kingdom","Packaging Design,Logo,Web Development,Branding,Graphic Design,Marketing Strategy,Print Design,Product Design,Web Design","10,15,15,10,10,10,10,10,10","""The strong branding helped us stand out.""",https://www.3coloursrule.co.uk/london-branding-agency/,https://clutch.co/profile/3-colours-rule
Doctor Idea,Packaging Design,Unlimited Graphic Design Service,5.0,1 REVIEW,No,Undisclosed,Undisclosed,10 - 49,"Klaipėda, Lithuania","Packaging Design,Graphic Design,Branding,Logo,Print Design","10,50,15,15,10","""Their ability to understand the needs of the project and provide tailored solutions was impressive.""",https://doctoridea.co/,https://clutch.co/profile/doctor-idea
